LAT,LON,ALT,Temp,Press,AltGPS,AltBar,SpdGps
49.6776899,14.0547884,1982.512,14.88,79884.50,1982.51,1960.67,38.29
49.6776899,14.0547884,1982.512,14.88,79884.50,1982.51,1960.67,38.29
49.6779387,14.054419,1987.794,14.81,79824.00,1987.79,1966.78,38.36
49.6781948,14.0540618,1993.573,14.81,79824.00,1993.57,1966.78,38.43
49.6781948,14.0540618,1993.573,14.81,79762.25,1993.57,1973.02,38.43
49.6784568,14.0537153,1999.403,14.81,79710.50,1999.40,1978.25,38.19
49.6784568,14.0537153,1999.403,14.81,79710.50,1999.40,1978.25,38.19
49.6787239,14.0533779,2004.769,14.75,79652.75,2004.77,1984.09,38.09
49.6787239,14.0533779,2004.769,14.75,79652.75,2004.77,1984.09,38.09
49.6789926,14.0530427,2009.969,14.75,79604.25,2009.97,1988.99,38.07
49.6789926,14.0530427,2009.969,14.75,79604.25,2009.97,1988.99,38.07
49.6792618,14.0527116,2014.941,14.75,79560.25,2014.94,1993.45,38.06
49.6792618,14.0527116,2014.941,14.75,79560.25,2014.94,1993.45,38.06
49.679534,14.0523872,2020.18,14.69,79500.00,2020.18,1999.55,38.10
49.679534,14.0523872,2020.18,14.69,79500.00,2020.18,1999.55,38.10
49.679809,14.0520663,2025.491,14.69,79432.75,2025.49,2006.37,38.08
49.679809,14.0520663,2025.491,14.69,79432.75,2025.49,2006.37,38.08
49.6800836,14.0517474,2030.859,14.69,79388.00,2030.86,2010.90,38.07
49.6800836,14.0517474,2030.859,14.69,79388.00,2030.86,2010.90,38.07
49.6803613,14.0514268,2036.104,14.69,79350.75,2036.10,2014.68,38.42
49.6806369,14.0511117,2041.667,14.69,79350.75,2041.67,2014.68,38.21
49.6806369,14.0511117,2041.667,14.62,79282.00,2041.67,2021.66,38.21
49.6809124,14.050792,2047.057,14.62,79282.00,2047.06,2021.66,38.24
49.6809124,14.050792,2047.057,14.62,79230.50,2047.06,2026.89,38.24
49.6811873,14.0504715,2051.779,14.62,79188.00,2051.78,2031.21,38.05
49.6811873,14.0504715,2051.779,14.62,79188.00,2051.78,2031.21,38.05
49.681462,14.0501531,2056.331,14.62,79152.75,2056.33,2034.79,38.18
49.681462,14.0501531,2056.331,14.62,79152.75,2056.33,2034.79,38.18
49.6817365,14.0498319,2061.296,14.56,79106.50,2061.30,2039.50,38.18
49.6817365,14.0498319,2061.296,14.56,79106.50,2061.30,2039.50,38.18
49.6820101,14.0495096,2066.189,14.56,79074.00,2066.19,2042.80,38.13
49.6820101,14.0495096,2066.189,14.56,79074.00,2066.19,2042.80,38.13
49.6822844,14.0491823,2070.493,14.56,79030.25,2070.49,2047.26,38.40
49.6822844,14.0491823,2070.493,14.56,79030.25,2070.49,2047.26,38.40
49.6825568,14.0488507,2075.102,14.56,78978.00,2075.10,2052.58,38.57
49.6825568,14.0488507,2075.102,14.56,78978.00,2075.10,2052.58,38.57
49.6828316,14.0485173,2080.116,14.50,78934.75,2080.12,2056.98,38.76
49.6831087,14.0481847,2084.575,14.50,78934.75,2084.57,2056.98,38.95
49.6831087,14.0481847,2084.575,14.50,78898.50,2084.57,2060.68,38.95
49.6833952,14.0478602,2088.372,14.50,78898.50,2088.37,2060.68,39.43
49.6833952,14.0478602,2088.372,14.50,78850.25,2088.37,2065.60,39.43
49.6836845,14.0475388,2092.444,14.50,78850.25,2092.44,2065.60,39.59
49.6836845,14.0475388,2092.444,14.44,78820.00,2092.44,2068.68,39.59
49.6839785,14.0472201,2096.812,14.44,78778.50,2096.81,2072.92,39.96
49.6839785,14.0472201,2096.812,14.44,78778.50,2096.81,2072.92,39.96
49.6842792,14.0469091,2100.613,14.44,78716.00,2100.61,2079.30,40.38
49.6842792,14.0469091,2100.613,14.44,78716.00,2100.61,2079.30,40.38
49.6845792,14.0466,2105.362,14.38,78658.50,2105.36,2085.17,40.20
49.6845792,14.0466,2105.362,14.38,78658.50,2105.36,2085.17,40.20
49.6848801,14.0463029,2111.021,14.38,78596.00,2111.02,2091.56,39.94
49.6848801,14.0463029,2111.021,14.38,78596.00,2111.02,2091.56,39.94
49.6851778,14.0460124,2117.333,14.38,78538.50,2117.33,2097.44,39.60
49.6851778,14.0460124,2117.333,14.38,78538.50,2117.33,2097.44,39.60
49.6854712,14.0457242,2123.645,14.31,78474.00,2123.64,2104.04,39.02
49.6854712,14.0457242,2123.645,14.31,78474.00,2123.64,2104.04,39.02
49.6857641,14.0454382,2130.617,14.31,78410.25,2130.62,2110.57,38.69
49.6860539,14.0451542,2136.586,14.31,78410.25,2136.59,2110.57,38.11
49.6860539,14.0451542,2136.586,14.31,78330.75,2136.59,2118.72,38.11
49.6863442,14.0448696,2141.217,14.31,78330.75,2141.22,2118.72,37.81
49.6863442,14.0448696,2141.217,14.31,78276.00,2141.22,2124.34,37.81
49.6866358,14.0445881,2146.945,14.25,78276.00,2146.95,2124.34,37.94
49.6866358,14.0445881,2146.945,14.25,78220.75,2146.95,2130.01,37.94
49.686929,14.0443113,2152.064,14.25,78152.25,2152.06,2137.04,38.04
49.686929,14.0443113,2152.064,14.25,78152.25,2152.06,2137.04,38.04
49.6872246,14.0440396,2157.631,14.19,78100.75,2157.63,2142.33,38.02
49.6872246,14.0440396,2157.631,14.19,78100.75,2157.63,2142.33,38.02
49.6875215,14.0437718,2162.437,14.19,78048.25,2162.44,2147.73,38.17
49.6875215,14.0437718,2162.437,14.19,78048.25,2162.44,2147.73,38.17
49.6878231,14.0435064,2166.694,14.19,78014.75,2166.69,2151.17,38.38
49.6878231,14.0435064,2166.694,14.19,78014.75,2166.69,2151.17,38.38
49.6881319,14.0432464,2170.823,14.12,77982.75,2170.82,2154.47,38.99
49.6884429,14.0429971,2175.263,14.12,77982.75,2175.26,2154.47,38.97
49.6884429,14.0429971,2175.263,14.12,77930.75,2175.26,2159.82,38.97
49.6887562,14.0427536,2179.495,14.12,77930.75,2179.49,2159.82,38.97
49.6887562,14.0427536,2179.495,14.06,77872.00,2179.49,2165.87,38.97
49.6890858,14.0425204,2184.053,14.06,77872.00,2184.05,2165.87,39.97
49.6890858,14.0425204,2184.053,14.06,77838.50,2184.05,2169.32,39.97
49.6894188,14.0422961,2188.516,14.06,77838.50,2188.52,2169.32,40.41
49.6894188,14.0422961,2188.516,14.06,77780.25,2188.52,2175.33,40.41
49.6897537,14.0420795,2192.762,14.00,77734.25,2192.76,2180.07,40.38
49.6897537,14.0420795,2192.762,14.00,77734.25,2192.76,2180.07,40.38
49.6900967,14.0418732,2197.219,13.94,77688.00,2197.22,2184.84,40.78
49.6900967,14.0418732,2197.219,13.94,77688.00,2197.22,2184.84,40.78
49.6904446,14.0416769,2201.325,13.94,77652.50,2201.32,2188.51,41.20
49.6904446,14.0416769,2201.325,13.94,77652.50,2201.32,2188.51,41.20
49.6908023,14.0414966,2206.127,13.94,77606.50,2206.13,2193.26,41.86
49.6908023,14.0414966,2206.127,13.94,77606.50,2206.13,2193.26,41.86
49.6911636,14.0413342,2211.294,13.88,77550.75,2211.29,2199.02,42.18
49.6915338,14.0411878,2215.552,13.88,77550.75,2215.55,2199.02,42.60
49.6915338,14.0411878,2215.552,13.88,77492.00,2215.55,2205.10,42.60
49.691911,14.0410582,2218.975,13.88,77492.00,2218.97,2205.10,43.04
49.691911,14.0410582,2218.975,13.88,77448.75,2218.97,2209.57,43.04
49.6922989,14.0409494,2222.288,13.88,77448.75,2222.29,2209.57,43.98
49.6922989,14.0409494,2222.288,13.88,77412.25,2222.29,2213.35,43.98
49.6926948,14.0408656,2226.063,13.88,77412.25,2226.06,2213.35,44.84
49.6926948,14.0408656,2226.063,13.88,77388.25,2226.06,2215.83,44.84
49.6930909,14.040817,2230.505,13.88,77388.25,2230.51,2215.83,44.90
49.6930909,14.040817,2230.505,13.88,77340.75,2230.51,2220.75,44.90
49.6934958,14.0408005,2235.303,13.88,77288.50,2235.30,2226.17,45.62
49.6934958,14.0408005,2235.303,13.88,77288.50,2235.30,2226.17,45.62
49.6939051,14.0408183,2238.959,13.94,77246.00,2238.96,2230.57,45.91
49.6939051,14.0408183,2238.959,13.94,77246.00,2238.96,2230.57,45.91
49.6943153,14.0408682,2242.119,13.94,77204.25,2242.12,2234.90,46.14
49.6947231,14.0409515,2245.153,13.94,77204.25,2245.15,2234.90,46.37
49.6947231,14.0409515,2245.153,13.94,77160.75,2245.15,2239.42,46.37
49.6951338,14.0410755,2249.675,13.94,77160.75,2249.68,2239.42,47.03
49.6951338,14.0410755,2249.675,13.94,77108.50,2249.68,2244.84,47.03
49.6955482,14.0412397,2254.461,13.94,77108.50,2254.46,2244.84,47.83
49.6955482,14.0412397,2254.461,13.94,77048.25,2254.46,2251.10,47.83
49.6959626,14.041436,2258.506,13.94,77048.25,2258.51,2251.10,48.48
49.6959626,14.041436,2258.506,13.94,77026.25,2258.51,2253.39,48.48
49.6963748,14.0416678,2262.652,13.94,77026.25,2262.65,2253.39,49.16
49.6963748,14.0416678,2262.652,14.00,76996.50,2262.65,2256.48,49.16
49.6967869,14.0419373,2266.698,14.00,76996.50,2266.70,2256.48,50.08
49.6967869,14.0419373,2266.698,14.00,76936.75,2266.70,2262.69,50.08
49.697193,14.042239,2270.854,14.00,76904.75,2270.85,2266.02,50.44
49.697193,14.042239,2270.854,14.00,76904.75,2270.85,2266.02,50.44
49.6976022,14.0425584,2274.721,14.00,76844.75,2274.72,2272.27,51.12
49.6976022,14.0425584,2274.721,14.00,76844.75,2274.72,2272.27,51.12
49.6979954,14.0429245,2279.413,14.00,76800.75,2279.41,2276.85,51.26
49.6983739,14.0433457,2285.68,14.00,76800.75,2285.68,2276.85,52.18
49.6983739,14.0433457,2285.68,14.00,76730.75,2285.68,2284.15,52.18
49.6987407,14.0437859,2292.754,14.00,76730.75,2292.75,2284.15,51.53
49.6987407,14.0437859,2292.754,14.00,76660.00,2292.75,2291.53,51.53
49.6991001,14.0442449,2298.787,14.00,76660.00,2298.79,2291.53,51.89
49.6991001,14.0442449,2298.787,14.06,76588.25,2298.79,2299.02,51.89
49.6994435,14.0447101,2304.835,14.06,76588.25,2304.84,2299.02,50.56
49.6994435,14.0447101,2304.835,14.06,76544.75,2304.84,2303.56,50.56
49.6997795,14.045199,2311.34,14.06,76544.75,2311.34,2303.56,51.57
49.6997795,14.045199,2311.34,14.06,76456.75,2311.34,2312.76,51.57
49.7001024,14.0457121,2316.851,14.06,76456.75,2316.85,2312.76,51.48
49.7001024,14.0457121,2316.851,14.06,76390.00,2316.85,2319.74,51.48
49.7004181,14.0462464,2322.015,14.06,76390.00,2322.01,2319.74,52.03
49.7004181,14.0462464,2322.015,14.06,76362.75,2322.01,2322.59,52.03
49.7007286,14.0468056,2326.374,14.06,76316.50,2326.37,2327.43,53.09
49.7010222,14.0473978,2330.988,14.06,76316.50,2330.99,2327.43,53.67
49.7010222,14.0473978,2330.988,14.12,76298.00,2330.99,2329.37,53.67
49.7012993,14.0480132,2335.187,14.12,76298.00,2335.19,2329.37,53.98
49.7012993,14.0480132,2335.187,14.12,76258.00,2335.19,2333.56,53.98
49.7015664,14.0486507,2340.056,14.12,76258.00,2340.06,2333.56,54.85
49.7015664,14.0486507,2340.056,14.12,76202.00,2340.06,2339.43,54.85
49.7018196,14.0493075,2344.906,14.12,76202.00,2344.91,2339.43,55.17
49.7018196,14.0493075,2344.906,14.12,76164.00,2344.91,2343.42,55.17
49.7020545,14.0499848,2349.296,14.12,76164.00,2349.30,2343.42,55.43
49.7020545,14.0499848,2349.296,14.12,76130.75,2349.30,2346.90,55.43
49.7022795,14.0506747,2353.527,14.12,76130.75,2353.53,2346.90,55.90
49.7022795,14.0506747,2353.527,14.12,76080.00,2353.53,2352.23,55.90
49.7024931,14.0513696,2359.799,14.12,76080.00,2359.80,2352.23,55.70
49.7024931,14.0513696,2359.799,14.12,76028.00,2359.80,2357.69,55.70
49.7026869,14.0520887,2365.995,14.12,76028.00,2365.99,2357.69,56.39
49.7026869,14.0520887,2365.995,14.19,75964.25,2365.99,2364.39,56.39
49.7028631,14.0528264,2372.745,14.19,75904.50,2372.74,2370.67,56.53
49.7030304,14.0535632,2379.737,14.19,75904.50,2379.74,2370.67,56.30
49.7030304,14.0535632,2379.737,14.19,75834.25,2379.74,2378.06,56.30
49.7031724,14.0543104,2385.899,14.19,75834.25,2385.90,2378.06,56.17
49.7031724,14.0543104,2385.899,14.19,75770.75,2385.90,2384.75,56.17
49.7032967,14.0550684,2392.499,14.19,75770.75,2392.50,2384.75,55.89
49.7032967,14.0550684,2392.499,14.19,75688.75,2392.50,2393.39,55.89
49.7034119,14.0558216,2400.037,14.19,75688.75,2400.04,2393.39,55.41
49.7034119,14.0558216,2400.037,14.25,75608.25,2400.04,2401.88,55.41
49.7035106,14.0565871,2406.275,14.25,75608.25,2406.28,2401.88,55.42
49.7035106,14.0565871,2406.275,14.25,75552.75,2406.28,2407.74,55.42
49.7035899,14.0573607,2412.579,14.25,75552.75,2412.58,2407.74,55.85
49.7035899,14.0573607,2412.579,14.25,75504.75,2412.58,2412.81,55.85
49.7036473,14.0581377,2419.139,14.25,75504.75,2419.14,2412.81,56.22
49.7036473,14.0581377,2419.139,14.25,75452.75,2419.14,2418.30,56.22
49.7036894,14.05891,2425.26,14.25,75452.75,2425.26,2418.30,55.94
49.7036894,14.05891,2425.26,14.25,75380.50,2425.26,2425.94,55.94
49.7037178,14.0596936,2431.963,14.25,75380.50,2431.96,2425.94,55.85
49.7037348,14.060486,2437.887,14.25,75346.00,2437.89,2429.59,56.69
49.7037348,14.060486,2437.887,14.25,75294.00,2437.89,2435.09,56.69
49.7037357,14.0612734,2444.286,14.25,75294.00,2444.29,2435.09,56.59
49.7037357,14.0612734,2444.286,14.25,75218.25,2444.29,2443.12,56.59
49.703727,14.0620575,2449.015,14.25,75218.25,2449.01,2443.12,56.47
49.703727,14.0620575,2449.015,14.31,75182.75,2449.01,2446.88,56.47
49.7037025,14.0628479,2454.483,14.31,75182.75,2454.48,2446.88,56.54
49.7037025,14.0628479,2454.483,14.31,75156.75,2454.48,2449.64,56.54
49.7036628,14.0636342,2459.366,14.31,75156.75,2459.37,2449.64,56.27
49.7036628,14.0636342,2459.366,14.31,75160.50,2459.37,2449.24,56.27
49.7036113,14.0644192,2464.636,14.31,75160.50,2464.64,2449.24,56.73
49.7036113,14.0644192,2464.636,14.31,75076.50,2464.64,2458.15,56.73
49.7035394,14.0651997,2469.371,14.31,75076.50,2469.37,2458.15,56.88
49.7035394,14.0651997,2469.371,14.31,75026.50,2469.37,2463.46,56.88
49.7034532,14.0659763,2475.079,14.31,75026.50,2475.08,2463.46,56.83
49.7033493,14.0667434,2479.849,14.31,74986.50,2479.85,2467.70,56.65
49.7033493,14.0667434,2479.849,14.31,74986.50,2479.85,2467.70,56.65
49.7032329,14.0675132,2485.395,14.31,74926.25,2485.39,2474.10,56.62
49.7032329,14.0675132,2485.395,14.38,74858.50,2485.39,2481.31,56.62
49.7031088,14.0682753,2491.102,14.38,74858.50,2491.10,2481.31,56.20
49.7031088,14.0682753,2491.102,14.31,74788.00,2491.10,2488.81,56.20
49.7029757,14.06903,2496.156,14.31,74788.00,2496.16,2488.81,56.20
49.7029757,14.06903,2496.156,14.38,74752.50,2496.16,2492.59,56.20
49.7028321,14.0697758,2502.035,14.38,74752.50,2502.03,2492.59,55.99
49.7028321,14.0697758,2502.035,14.38,74678.75,2502.03,2500.45,55.99
49.7026747,14.0705179,2508.893,14.38,74678.75,2508.89,2500.45,55.98
49.7026747,14.0705179,2508.893,14.38,74616.00,2508.89,2507.14,55.98
49.7025051,14.0712615,2515.358,14.38,74616.00,2515.36,2507.14,56.72
49.7025051,14.0712615,2515.358,14.38,74584.75,2515.36,2510.47,56.72
49.7023228,14.0720022,2521.48,14.38,74584.75,2521.48,2510.47,56.95
49.7023228,14.0720022,2521.48,14.38,74536.50,2521.48,2515.62,56.95
49.7021311,14.0727354,2526.703,14.38,74536.50,2526.70,2515.62,56.79
49.7019341,14.0734685,2532.354,14.38,74474.75,2532.35,2522.21,57.08
49.7019341,14.0734685,2532.354,14.38,74474.75,2532.35,2522.21,57.08
49.7017244,14.0741964,2537.711,14.38,74420.00,2537.71,2528.06,57.18
49.7017244,14.0741964,2537.711,14.38,74416.50,2537.71,2528.44,57.18
49.7015047,14.0749183,2544.049,14.38,74368.50,2544.05,2533.57,57.08
49.7015047,14.0749183,2544.049,14.44,74334.25,2544.05,2537.23,57.08
49.7012723,14.0756331,2548.532,14.44,74334.25,2548.53,2537.23,57.39
49.7012723,14.0756331,2548.532,14.44,74296.25,2548.53,2541.30,57.39
49.7010313,14.0763399,2552.621,14.44,74296.25,2552.62,2541.30,57.24
49.7010313,14.0763399,2552.621,14.44,74256.50,2552.62,2545.55,57.24
49.7007707,14.0770393,2560.04,14.44,74256.50,2560.04,2545.55,57.70
49.7007707,14.0770393,2560.04,14.44,74208.25,2560.04,2550.72,57.70
49.7005015,14.0777325,2566.741,14.44,74208.25,2566.74,2550.72,57.96
49.7005015,14.0777325,2566.741,14.44,74162.50,2566.74,2555.62,57.96
49.7002174,14.0784127,2572.054,14.44,74162.50,2572.05,2555.62,58.02
49.7002174,14.0784127,2572.054,14.44,74124.75,2572.05,2559.67,58.02
49.6999132,14.0790765,2575.237,14.44,74124.75,2575.24,2559.67,58.19
49.6995959,14.079724,2581.195,14.44,74070.50,2581.20,2565.49,58.25
49.6995959,14.079724,2581.195,14.44,74070.50,2581.20,2565.49,58.25
49.6992696,14.080356,2588.019,14.44,74004.50,2588.02,2572.57,57.88
49.6992696,14.080356,2588.019,14.44,74004.50,2588.02,2572.57,57.88
49.698931,14.0809797,2592.897,14.44,73968.50,2592.90,2576.44,58.63
49.698931,14.0809797,2592.897,14.44,73932.75,2592.90,2580.28,58.63
49.6985804,14.0815883,2597.372,14.44,73932.75,2597.37,2580.28,58.10
49.6985804,14.0815883,2597.372,14.44,73890.00,2597.37,2584.87,58.10
49.6982186,14.0821772,2601.853,14.44,73890.00,2601.85,2584.87,58.09
49.6982186,14.0821772,2601.853,14.38,73844.00,2601.85,2589.82,58.09
49.6978464,14.0827449,2606.286,14.38,73844.00,2606.29,2589.82,57.82
49.6978464,14.0827449,2606.286,14.44,73816.25,2606.29,2592.80,57.82
49.6974625,14.0832879,2611.482,14.44,73816.25,2611.48,2592.80,57.51
49.6974625,14.0832879,2611.482,14.44,73734.25,2611.48,2601.63,57.51
49.69707,14.0838094,2614.393,14.44,73734.25,2614.39,2601.63,57.40
49.6966687,14.0843085,2616.118,14.38,73696.75,2616.12,2605.67,57.33
49.6966687,14.0843085,2616.118,14.38,73696.75,2616.12,2605.67,57.33
49.6962543,14.0847781,2619.235,14.38,73664.25,2619.24,2609.17,56.87
49.6962543,14.0847781,2619.235,14.38,73664.25,2619.24,2609.17,56.87
49.6958332,14.0852166,2622.404,14.38,73646.75,2622.40,2611.05,56.35
49.6958332,14.0852166,2622.404,14.38,73646.75,2622.40,2611.05,56.35
49.6954008,14.0856274,2625.369,14.38,73608.25,2625.37,2615.20,56.24
49.6954008,14.0856274,2625.369,14.38,73614.75,2625.37,2614.50,56.24
49.6949528,14.0860024,2629.001,14.38,73626.75,2629.00,2613.21,56.30
49.6949528,14.0860024,2629.001,14.38,73576.00,2629.00,2618.68,56.30
49.6944978,14.0863304,2632.191,14.38,73576.00,2632.19,2618.68,55.96
49.6944978,14.0863304,2632.191,14.38,73552.50,2632.19,2621.22,55.96
49.6940298,14.0866127,2635.941,14.38,73552.50,2635.94,2621.22,55.85
49.6940298,14.0866127,2635.941,14.38,73512.25,2635.94,2625.56,55.85
49.693562,14.0868411,2640.475,14.38,73512.25,2640.47,2625.56,54.87
49.693562,14.0868411,2640.475,14.38,73470.50,2640.47,2630.07,54.87
49.6930883,14.0870317,2644.678,14.38,73470.50,2644.68,2630.07,54.43
49.6926136,14.0871787,2648.249,14.31,73452.25,2648.25,2632.04,53.94
49.6926136,14.0871787,2648.249,14.31,73452.25,2648.25,2632.04,53.94
49.692137,14.0872759,2652.06,14.31,73414.25,2652.06,2636.15,53.08
49.692137,14.0872759,2652.06,14.31,73414.25,2652.06,2636.15,53.08
49.6916606,14.0873288,2655.528,14.25,73370.50,2655.53,2640.87,52.42
49.6916606,14.0873288,2655.528,14.25,73370.50,2655.53,2640.87,52.42
49.6911873,14.0873359,2659.635,14.25,73338.75,2659.64,2644.31,52.13
49.6911873,14.0873359,2659.635,14.25,73338.75,2659.64,2644.31,52.13
49.69072,14.0873112,2663.16,14.25,73288.50,2663.16,2649.74,51.66
49.69072,14.0873112,2663.16,14.19,73258.50,2663.16,2652.99,51.66
49.6902644,14.0872444,2665.671,14.19,73258.50,2665.67,2652.99,50.60
49.6902644,14.0872444,2665.671,14.19,73228.00,2665.67,2656.29,50.60
49.6898175,14.08714,2669.258,14.19,73228.00,2669.26,2656.29,50.54
49.6898175,14.08714,2669.258,14.19,73186.75,2669.26,2660.76,50.54
49.6893793,14.0870128,2672.33,14.19,73186.75,2672.33,2660.76,50.13
49.6893793,14.0870128,2672.33,14.19,73134.25,2672.33,2666.45,50.13
49.6889445,14.0868646,2675.119,14.19,73134.25,2675.12,2666.45,49.69
49.688521,14.0866911,2679.522,14.12,73070.00,2679.52,2673.42,48.80
49.688521,14.0866911,2679.522,14.12,73070.00,2679.52,2673.42,48.80
49.6881092,14.0864928,2683.878,14.12,73018.75,2683.88,2678.98,47.83
49.6881092,14.0864928,2683.878,14.12,73018.75,2683.88,2678.98,47.83
49.6877094,14.0862635,2688.009,14.06,72954.00,2688.01,2686.01,47.06
49.6877094,14.0862635,2688.009,14.06,72954.00,2688.01,2686.01,47.06
49.687323,14.0860223,2692.214,14.06,72904.25,2692.21,2691.41,46.14
49.687323,14.0860223,2692.214,14.06,72904.25,2692.21,2691.41,46.14
49.6869547,14.085754,2697.177,14.06,72832.75,2697.18,2699.18,45.37
49.6869547,14.085754,2697.177,14.06,72832.75,2697.18,2699.18,45.37
49.6865938,14.0854663,2701.092,14.00,72770.00,2701.09,2706.01,45.12
49.6865938,14.0854663,2701.092,14.00,72726.50,2701.09,2710.75,45.12
49.6862398,14.0851485,2704.961,14.00,72726.50,2704.96,2710.75,44.90
49.6862398,14.0851485,2704.961,13.94,72704.75,2704.96,2713.11,44.90
49.6858971,14.0848068,2709.192,13.94,72704.75,2709.19,2713.11,44.88
49.6858971,14.0848068,2709.192,13.94,72664.00,2709.19,2717.55,44.88
49.6855635,14.0844379,2714.246,13.94,72664.00,2714.25,2717.55,44.90
49.685245,14.0840585,2718.345,13.88,72638.25,2718.34,2720.36,44.68
49.685245,14.0840585,2718.345,13.88,72638.25,2718.34,2720.36,44.68
49.6849372,14.0836613,2725.274,13.94,72550.00,2725.27,2729.98,44.27
49.6849372,14.0836613,2725.274,13.94,72550.00,2725.27,2729.98,44.27
49.6846351,14.083267,2734.072,13.88,72522.50,2734.07,2732.98,43.42
49.6846351,14.083267,2734.072,13.88,72522.50,2734.07,2732.98,43.42
49.6843356,14.0828752,2742.668,13.88,72454.75,2742.67,2740.38,42.78
49.6843356,14.0828752,2742.668,13.88,72454.75,2742.67,2740.38,42.78
49.6840363,14.0825014,2752.905,13.88,72376.00,2752.91,2748.99,42.03
49.6840363,14.0825014,2752.905,13.88,72376.00,2752.91,2748.99,42.03
49.6837368,14.0821215,2761.363,13.81,72280.75,2761.36,2759.40,41.64
49.6837368,14.0821215,2761.363,13.81,72280.75,2761.36,2759.40,41.64
49.6834441,14.0817507,2769.092,13.81,72246.25,2769.09,2763.18,41.23
49.6834441,14.0817507,2769.092,13.88,72184.00,2769.09,2770.00,41.23
49.6831551,14.0813816,2776.554,13.88,72184.00,2776.55,2770.00,40.93
49.6831551,14.0813816,2776.554,13.81,72084.25,2776.55,2780.93,40.93
49.6828664,14.0810242,2783.987,13.81,72084.25,2783.99,2780.93,40.39
49.6825748,14.0806764,2791.213,13.81,72026.00,2791.21,2787.32,40.26
49.6825748,14.0806764,2791.213,13.81,72026.00,2791.21,2787.32,40.26
49.6822849,14.0803337,2798.044,13.75,71976.25,2798.04,2792.78,40.00
49.6822849,14.0803337,2798.044,13.75,71976.25,2798.04,2792.78,40.00
49.6819967,14.0799865,2803.386,13.75,71950.25,2803.39,2795.64,40.30
49.6819967,14.0799865,2803.386,13.75,71950.25,2803.39,2795.64,40.30
49.6817251,14.0796267,2808.628,13.75,71912.25,2808.63,2799.81,39.33
49.6817251,14.0796267,2808.628,13.75,71912.25,2808.63,2799.81,39.33
49.6814725,14.0792558,2813.921,13.75,71870.00,2813.92,2804.46,38.36
49.6814725,14.0792558,2813.921,13.75,71870.00,2813.92,2804.46,38.36
49.6812382,14.0788714,2819.535,13.69,71836.75,2819.53,2808.11,37.78
49.6812382,14.0788714,2819.535,13.69,71836.75,2819.53,2808.11,37.78
49.6810272,14.0784761,2825.04,13.69,71798.75,2825.04,2812.29,36.67
49.6810272,14.0784761,2825.04,13.69,71798.75,2825.04,2812.29,36.67
49.6808474,14.0780792,2830.295,13.69,71748.25,2830.30,2817.85,34.56
49.6808474,14.0780792,2830.295,13.69,71680.00,2830.30,2825.37,34.56
49.6806914,14.0776785,2836.152,13.69,71680.00,2836.15,2825.37,33.02
49.6805649,14.0772722,2842.455,13.69,71614.50,2842.45,2832.58,31.83
49.6805649,14.0772722,2842.455,13.69,71614.50,2842.45,2832.58,31.83
49.680459,14.0768674,2848.163,13.69,71572.25,2848.16,2837.24,30.84
49.680459,14.0768674,2848.163,13.69,71572.25,2848.16,2837.24,30.84
49.6803799,14.0764617,2853.805,13.69,71536.75,2853.80,2841.16,30.08
49.6803799,14.0764617,2853.805,13.69,71536.75,2853.80,2841.16,30.08
49.6803215,14.0760568,2859.297,13.69,71504.50,2859.30,2844.72,29.63
49.6803215,14.0760568,2859.297,13.69,71504.50,2859.30,2844.72,29.63
49.6802852,14.0756468,2865.396,13.62,71462.25,2865.40,2849.38,29.57
49.6802852,14.0756468,2865.396,13.62,71462.25,2865.40,2849.38,29.57
49.6802712,14.075238,2870.983,13.62,71418.50,2870.98,2854.22,29.22
49.6802712,14.075238,2870.983,13.62,71418.50,2870.98,2854.22,29.22
49.6802768,14.0748422,2876.58,13.69,71372.00,2876.58,2859.36,28.33
49.6802768,14.0748422,2876.58,13.69,71372.00,2876.58,2859.36,28.33
49.6802979,14.0744575,2881.258,13.62,71338.75,2881.26,2863.03,27.61
49.6803483,14.0740776,2886.286,13.62,71312.50,2886.29,2865.94,27.92
49.6803483,14.0740776,2886.286,13.62,71312.50,2886.29,2865.94,27.92
49.6804167,14.0737094,2890.471,13.62,71276.75,2890.47,2869.89,27.58
49.6804167,14.0737094,2890.471,13.62,71276.75,2890.47,2869.89,27.58
49.680505,14.0733489,2894.227,13.56,71250.50,2894.23,2872.80,27.58
49.680505,14.0733489,2894.227,13.56,71250.50,2894.23,2872.80,27.58
49.6806147,14.0730069,2897.674,13.56,71212.50,2897.67,2877.01,27.44
49.6806147,14.0730069,2897.674,13.56,71212.50,2897.67,2877.01,27.44
49.6807416,14.0726756,2902.294,13.56,71170.25,2902.29,2881.69,27.67
49.6807416,14.0726756,2902.294,13.56,71170.25,2902.29,2881.69,27.67
49.6808868,14.0723555,2906.804,13.56,71132.50,2906.80,2885.87,28.08
49.6808868,14.0723555,2906.804,13.56,71132.50,2906.80,2885.87,28.08
49.6810508,14.0720535,2911.298,13.56,71086.50,2911.30,2890.97,28.35
49.6810508,14.0720535,2911.298,13.56,71086.50,2911.30,2890.97,28.35
49.6812306,14.0717709,2916.456,13.56,71038.25,2916.46,2896.33,28.47
49.6812306,14.0717709,2916.456,13.56,71038.25,2916.46,2896.33,28.47
49.6814283,14.0715117,2920.763,13.50,71010.00,2920.76,2899.46,28.86
